date,crime_rate,state
1994-04-01,372.63,Connecticut
1994-05-01,404.31,Connecticut
1994-06-01,429.45,Connecticut
1994-07-01,472.29,Connecticut
1994-08-01,494.87,Connecticut
1994-09-01,431.72,Connecticut
1994-10-01,442.94,Connecticut
1994-11-01,418.52,Connecticut
1994-12-01,410.97,Connecticut
1995-01-01,386.66,Connecticut
1995-02-01,321.42,Connecticut
1995-03-01,387.27,Connecticut
1995-04-01,383.41,Connecticut
1995-05-01,415.33,Connecticut
1995-06-01,426.25,Connecticut
1995-07-01,466.46,Connecticut
1995-08-01,495.96,Connecticut
1995-09-01,420.23,Connecticut
1995-10-01,437.65,Connecticut
1995-11-01,394.99,Connecticut
1995-12-01,339.34,Connecticut
1996-01-01,335.91,Connecticut
1996-02-01,338.15,Connecticut
1996-03-01,360.08,Connecticut
1996-04-01,381.51,Connecticut
1996-05-01,390.16,Connecticut
1996-06-01,402.57,Connecticut
1996-07-01,426.53,Connecticut
1996-08-01,426.13,Connecticut
1996-09-01,395.36,Connecticut
1996-10-01,388.87,Connecticut
1996-11-01,346.66,Connecticut
1996-12-01,355.21,Connecticut
1997-01-01,345.17,Connecticut
1997-02-01,316.35,Connecticut
1997-03-01,340.73,Connecticut
1997-04-01,341.88,Connecticut
1997-05-01,364.21,Connecticut
1997-06-01,352.33,Connecticut
1997-07-01,399.46,Connecticut
1997-08-01,400.4,Connecticut
1997-09-01,363.27,Connecticut
1997-10-01,381.06,Connecticut
1997-11-01,327.37,Connecticut
1997-12-01,330.11,Connecticut
1998-01-01,325.49,Connecticut
1998-02-01,302.55,Connecticut
1998-03-01,312.12,Connecticut
1998-04-01,312.79,Connecticut
1998-05-01,328.4,Connecticut
1998-06-01,328.86,Connecticut
1998-07-01,368.4,Connecticut
1998-08-01,392.4,Connecticut
1998-09-01,361.82,Connecticut
1998-10-01,349.41,Connecticut
1998-11-01,315.25,Connecticut
1998-12-01,315.78,Connecticut
1999-01-01,226.45,Connecticut
1999-02-01,213.59,Connecticut
1999-03-01,242.69,Connecticut
1999-04-01,241.01,Connecticut
1999-05-01,252.5,Connecticut
1999-06-01,272.3,Connecticut
1999-07-01,281.69,Connecticut
1999-08-01,296.4,Connecticut
1999-09-01,262.28,Connecticut
1999-10-01,273.71,Connecticut
1999-11-01,254.27,Connecticut
1999-12-01,246.19,Connecticut
2000-01-01,218.55,Connecticut
2000-02-01,201.61,Connecticut
2000-03-01,237.7,Connecticut
2000-04-01,224.84,Connecticut
2000-05-01,252.26,Connecticut
2000-06-01,261.84,Connecticut
2000-07-01,282.21,Connecticut
2000-08-01,284.18,Connecticut
2000-09-01,252.73,Connecticut
2000-10-01,263.95,Connecticut
2000-11-01,229.01,Connecticut
2000-12-01,221.93,Connecticut
2001-01-01,203.97,Connecticut
2001-02-01,179.79,Connecticut
2001-03-01,215.24,Connecticut
2001-04-01,219.59,Connecticut
2001-05-01,232.75,Connecticut
2001-06-01,247.47,Connecticut
2001-07-01,259.79,Connecticut
2001-08-01,268.84,Connecticut
2001-09-01,242.45,Connecticut
2001-10-01,251.15,Connecticut
2001-11-01,243.76,Connecticut
2001-12-01,239.06,Connecticut
2002-01-01,230.18,Connecticut
2002-02-01,193.82,Connecticut
2002-03-01,221.4,Connecticut
2002-04-01,212.83,Connecticut
2002-05-01,237.45,Connecticut
2002-06-01,227.17,Connecticut
2002-07-01,259.85,Connecticut
2002-08-01,257.22,Connecticut
2002-09-01,235.69,Connecticut
2002-10-01,219.85,Connecticut
2002-11-01,190.75,Connecticut
2002-12-01,191.27,Connecticut
2003-01-01,182.09,Connecticut
2003-02-01,150.4,Connecticut
2003-03-01,194.06,Connecticut
2003-04-01,196.36,Connecticut
2003-05-01,210.26,Connecticut
2003-06-01,219.44,Connecticut
2003-07-01,239.51,Connecticut
2003-08-01,238.25,Connecticut
2003-09-01,234.89,Connecticut
2003-10-01,232.16,Connecticut
2003-11-01,209.54,Connecticut
2003-12-01,190.12,Connecticut
2004-01-01,198.14,Connecticut
2004-02-01,187.41,Connecticut
2004-03-01,218.12,Connecticut
2004-04-01,224.8,Connecticut
2004-05-01,232.02,Connecticut
2004-06-01,237.13,Connecticut
2004-07-01,251.69,Connecticut
2004-08-01,230.61,Connecticut
2004-09-01,223.12,Connecticut
2004-10-01,214.5,Connecticut
2004-11-01,216.66,Connecticut
2004-12-01,189.78,Connecticut
2005-01-01,181.1,Connecticut
2005-02-01,170.47,Connecticut
2005-03-01,198.1,Connecticut
2005-04-01,210.38,Connecticut
2005-05-01,221.93,Connecticut
2005-06-01,218.21,Connecticut
2005-07-01,236.71,Connecticut
2005-08-01,241.94,Connecticut
2005-09-01,224.62,Connecticut
2005-10-01,219.9,Connecticut
2005-11-01,211.02,Connecticut
2005-12-01,189.54,Connecticut
2006-01-01,210.28,Connecticut
2006-02-01,179.15,Connecticut
2006-03-01,201.07,Connecticut
2006-04-01,201.07,Connecticut
2006-05-01,225.95,Connecticut
2006-06-01,236.39,Connecticut
2006-07-01,235.65,Connecticut
2006-08-01,240.78,Connecticut
2006-09-01,217.76,Connecticut
2006-10-01,227.8,Connecticut
2006-11-01,207.03,Connecticut
2006-12-01,207.14,Connecticut
2007-01-01,203.47,Connecticut
2007-02-01,155.95,Connecticut
2007-03-01,185.28,Connecticut
2007-04-01,193.96,Connecticut
2007-05-01,213.89,Connecticut
2007-06-01,219.91,Connecticut
2007-07-01,237.1,Connecticut
2007-08-01,240.98,Connecticut
2007-09-01,217.66,Connecticut
2007-10-01,233.19,Connecticut
2007-11-01,202.89,Connecticut
2007-12-01,180.48,Connecticut
2008-01-01,196.79,Connecticut
2008-02-01,169.17,Connecticut
2008-03-01,193.16,Connecticut
2008-04-01,198.41,Connecticut
2008-05-01,212.01,Connecticut
2008-06-01,225.95,Connecticut
2008-07-01,239.89,Connecticut
2008-08-01,242.4,Connecticut
2008-09-01,221.26,Connecticut
2008-10-01,216.38,Connecticut
2008-11-01,204.96,Connecticut
2008-12-01,184.76,Connecticut
2009-01-01,167.78,Connecticut
2009-02-01,147.03,Connecticut
2009-03-01,174.37,Connecticut
2009-04-01,187.14,Connecticut
2009-05-01,205.58,Connecticut
2009-06-01,202.06,Connecticut
2009-07-01,227.13,Connecticut
2009-08-01,233.01,Connecticut
2009-09-01,216.3,Connecticut
2009-10-01,215.36,Connecticut
2009-11-01,194.44,Connecticut
2009-12-01,189.27,Connecticut
2010-01-01,174.93,Connecticut
2010-02-01,139.5,Connecticut
2010-03-01,172.97,Connecticut
2010-04-01,175.4,Connecticut
2010-05-01,193.03,Connecticut
2010-06-01,198.01,Connecticut
2010-07-01,202.4,Connecticut
2010-08-01,211.41,Connecticut
2010-09-01,194.31,Connecticut
2010-10-01,188.13,Connecticut
2010-11-01,186.17,Connecticut
2010-12-01,165.38,Connecticut
2011-01-01,131.68,Connecticut
2011-02-01,119.22,Connecticut
2011-03-01,163.54,Connecticut
2011-04-01,175.94,Connecticut
2011-05-01,191.0,Connecticut
2011-06-01,192.17,Connecticut
2011-07-01,210.43,Connecticut
2011-08-01,217.08,Connecticut
2011-09-01,194.24,Connecticut
2011-10-01,192.42,Connecticut
2011-11-01,189.54,Connecticut
2011-12-01,189.85,Connecticut
2012-01-01,172.18,Connecticut
2012-02-01,149.12,Connecticut
2012-03-01,169.43,Connecticut
2012-04-01,171.29,Connecticut
2012-05-01,186.39,Connecticut
2012-06-01,186.7,Connecticut
2012-07-01,202.46,Connecticut
2012-08-01,205.08,Connecticut
2012-09-01,190.12,Connecticut
2012-10-01,190.62,Connecticut
2012-11-01,168.9,Connecticut
2012-12-01,168.03,Connecticut
2013-01-01,161.45,Connecticut
2013-02-01,121.35,Connecticut
2013-03-01,153.36,Connecticut
2013-04-01,159.28,Connecticut
2013-05-01,170.94,Connecticut
2013-06-01,173.97,Connecticut
2013-07-01,193.07,Connecticut
2013-08-01,190.4,Connecticut
2013-09-01,176.72,Connecticut
2013-10-01,177.44,Connecticut
2013-11-01,158.9,Connecticut
2013-12-01,152.83,Connecticut
2014-01-01,143.91,Connecticut
2014-02-01,108.38,Connecticut
2014-03-01,139.24,Connecticut
2014-04-01,153.34,Connecticut
2014-05-01,175.08,Connecticut
2014-06-01,178.44,Connecticut
2014-07-01,192.09,Connecticut
2014-08-01,185.37,Connecticut
2014-09-01,173.02,Connecticut
2014-10-01,174.77,Connecticut
2014-11-01,152.47,Connecticut
2014-12-01,159.9,Connecticut
2015-01-01,135.48,Connecticut
2015-02-01,95.13,Connecticut
2015-03-01,125.46,Connecticut
2015-04-01,142.47,Connecticut
2015-05-01,155.48,Connecticut
2015-06-01,159.29,Connecticut
2015-07-01,178.9,Connecticut
2015-08-01,179.18,Connecticut
2015-09-01,179.18,Connecticut
2015-10-01,162.41,Connecticut
2015-11-01,155.2,Connecticut
2015-12-01,166.92,Connecticut
2016-01-01,148.79,Connecticut
2016-02-01,115.45,Connecticut
2016-03-01,126.13,Connecticut
2016-04-01,133.74,Connecticut
2016-05-01,147.8,Connecticut
2016-06-01,162.7,Connecticut
2016-07-01,165.69,Connecticut
2016-08-01,179.56,Connecticut
2016-09-01,166.45,Connecticut
2016-10-01,168.46,Connecticut
2016-11-01,159.4,Connecticut
2016-12-01,151.8,Connecticut
2017-01-01,135.63,Connecticut
2017-02-01,117.87,Connecticut
2017-03-01,127.39,Connecticut
2017-04-01,137.36,Connecticut
2017-05-01,149.69,Connecticut
2017-06-01,160.53,Connecticut
2017-07-01,175.3,Connecticut
2017-08-01,173.26,Connecticut
2017-09-01,157.49,Connecticut
2017-10-01,166.57,Connecticut
2017-11-01,147.43,Connecticut
2017-12-01,138.57,Connecticut
2018-01-01,136.09,Connecticut
2018-02-01,120.39,Connecticut
2018-03-01,124.11,Connecticut
2018-04-01,126.15,Connecticut
2018-05-01,146.64,Connecticut
2018-06-01,157.05,Connecticut
2018-07-01,161.39,Connecticut
2018-08-01,154.59,Connecticut
2018-09-01,140.2,Connecticut
2018-10-01,144.21,Connecticut
2018-11-01,136.84,Connecticut
2018-12-01,144.23,Connecticut
2019-01-01,112.67,Connecticut
2019-02-01,105.12,Connecticut
2019-03-01,107.26,Connecticut
2019-04-01,108.15,Connecticut
2019-05-01,109.14,Connecticut
2019-06-01,119.18,Connecticut
2019-07-01,134.86,Connecticut
2019-08-01,137.49,Connecticut
2019-09-01,127.31,Connecticut
2019-10-01,130.23,Connecticut
2019-11-01,121.56,Connecticut
2019-12-01,127.98,Connecticut
2020-01-01,130.7,Connecticut
2020-02-01,116.95,Connecticut
2020-03-01,114.68,Connecticut
2020-04-01,99.21,Connecticut
2020-05-01,105.37,Connecticut
2020-06-01,122.52,Connecticut
2020-07-01,143.55,Connecticut
2020-08-01,158.62,Connecticut
2020-09-01,152.09,Connecticut
2020-10-01,152.32,Connecticut
2020-11-01,147.2,Connecticut
2020-12-01,143.49,Connecticut
2021-01-01,125.67,Connecticut
2021-02-01,102.56,Connecticut
2021-03-01,121.81,Connecticut
2021-04-01,117.62,Connecticut
2021-05-01,124.89,Connecticut
2021-06-01,129.69,Connecticut
2021-07-01,151.57,Connecticut
2021-08-01,138.62,Connecticut
2021-09-01,133.49,Connecticut
2021-10-01,136.18,Connecticut
2021-11-01,134.37,Connecticut
2021-12-01,137.2,Connecticut
2022-01-01,119.63,Connecticut
2022-02-01,116.32,Connecticut
2022-03-01,119.77,Connecticut
2022-04-01,119.52,Connecticut
2022-05-01,128.85,Connecticut
2022-06-01,125.97,Connecticut
2022-07-01,135.79,Connecticut
2022-08-01,145.39,Connecticut
2022-09-01,127.16,Connecticut
2022-10-01,131.98,Connecticut
2022-11-01,119.99,Connecticut
2022-12-01,124.79,Connecticut
2023-01-01,138.81,Connecticut
2023-02-01,110.19,Connecticut
2023-03-01,118.74,Connecticut
2023-04-01,126.29,Connecticut
2023-05-01,139.67,Connecticut
2023-06-01,138.12,Connecticut
2023-07-01,142.24,Connecticut
2023-08-01,138.45,Connecticut
2023-09-01,118.82,Connecticut
2023-10-01,136.05,Connecticut
2023-11-01,127.89,Connecticut
2023-12-01,123.47,Connecticut
2024-01-01,,Connecticut
2024-02-01,,Connecticut
2024-03-01,,Connecticut
2024-04-01,,Connecticut
2024-05-01,,Connecticut
2024-06-01,,Connecticut
2024-07-01,,Connecticut
2024-08-01,,Connecticut
2024-09-01,,Connecticut
2024-10-01,,Connecticut
1985-01-01,347.59,Delaware
1985-02-01,372.67,Delaware
1985-03-01,358.36,Delaware
1985-04-01,339.39,Delaware
1985-05-01,379.1,Delaware
1985-06-01,387.62,Delaware
1985-07-01,448.07,Delaware
1985-08-01,439.07,Delaware
1985-09-01,375.88,Delaware
1985-10-01,389.07,Delaware
1985-11-01,379.58,Delaware
1985-12-01,373.15,Delaware
1986-01-01,362.09,Delaware
1986-02-01,327.96,Delaware
1986-03-01,369.35,Delaware
1986-04-01,378.99,Delaware
1986-05-01,364.3,Delaware
1986-06-01,389.57,Delaware
1986-07-01,430.17,Delaware
1986-08-01,417.69,Delaware
1986-09-01,371.88,Delaware
1986-10-01,368.56,Delaware
1986-11-01,334.76,Delaware
1986-12-01,352.61,Delaware
1987-01-01,317.24,Delaware
1987-02-01,331.52,Delaware
1987-03-01,392.55,Delaware
1987-04-01,364.29,Delaware
1987-05-01,358.07,Delaware
1987-06-01,381.06,Delaware
1987-07-01,424.07,Delaware
1987-08-01,440.37,Delaware
1987-09-01,378.26,Delaware
1987-10-01,408.7,Delaware
1987-11-01,299.84,Delaware
1987-12-01,314.13,Delaware
1988-01-01,342.87,Delaware
1988-02-01,360.45,Delaware
1988-03-01,346.67,Delaware
1988-04-01,336.82,Delaware
1988-05-01,362.58,Delaware
1988-06-01,365.61,Delaware
1988-07-01,405.3,Delaware
1988-08-01,443.33,Delaware
1988-09-01,358.79,Delaware
1988-10-01,361.36,Delaware
1988-11-01,367.42,Delaware
1988-12-01,359.7,Delaware
1989-01-01,357.36,Delaware
1989-02-01,316.64,Delaware
1989-03-01,347.99,Delaware
1989-04-01,324.81,Delaware
1989-05-01,374.44,Delaware
1989-06-01,355.57,Delaware
1989-07-01,391.23,Delaware
1989-08-01,425.26,Delaware
1989-09-01,380.53,Delaware
1989-10-01,395.39,Delaware
1989-11-01,342.05,Delaware
1989-12-01,339.38,Delaware
1990-01-01,392.54,Delaware
1990-02-01,354.87,Delaware
1990-03-01,397.65,Delaware
1990-04-01,360.12,Delaware
1990-05-01,413.56,Delaware
1990-06-01,379.48,Delaware
1990-07-01,404.1,Delaware
1990-08-01,361.17,Delaware
1990-09-01,395.4,Delaware
1990-10-01,480.67,Delaware
1990-11-01,415.51,Delaware
1990-12-01,402.45,Delaware
1991-01-01,406.85,Delaware
1991-02-01,388.72,Delaware
1991-03-01,399.33,Delaware
1991-04-01,397.12,Delaware
1991-05-01,435.45,Delaware
1991-06-01,442.97,Delaware
1991-07-01,515.64,Delaware
1991-08-01,530.68,Delaware
1991-09-01,432.5,Delaware
1991-10-01,445.32,Delaware
1991-11-01,403.17,Delaware
1991-12-01,394.76,Delaware
1992-01-01,409.76,Delaware
1992-02-01,408.45,Delaware
1992-03-01,372.98,Delaware
1992-04-01,375.59,Delaware
1992-05-01,413.24,Delaware
1992-06-01,407.58,Delaware
1992-07-01,265.35,Delaware
1992-08-01,285.81,Delaware
1992-09-01,316.44,Delaware
1992-10-01,340.68,Delaware
1992-11-01,315.99,Delaware
1992-12-01,268.64,Delaware
1993-01-01,352.24,Delaware
1993-02-01,297.53,Delaware
1993-03-01,309.51,Delaware
1993-04-01,321.23,Delaware
1993-05-01,386.25,Delaware
1993-06-01,389.1,Delaware
1993-07-01,240.21,Delaware
1993-08-01,264.89,Delaware
1993-09-01,221.36,Delaware
1993-10-01,215.52,Delaware
1993-11-01,216.05,Delaware
1993-12-01,220.56,Delaware
1994-01-01,353.07,Delaware
1994-02-01,306.46,Delaware
1994-03-01,361.04,Delaware
1994-04-01,356.45,Delaware
1994-05-01,236.83,Delaware
1994-06-01,236.57,Delaware
1994-07-01,262.1,Delaware
1994-08-01,266.31,Delaware
1994-09-01,247.89,Delaware
1994-10-01,268.94,Delaware
1994-11-01,223.15,Delaware
1994-12-01,224.47,Delaware
1995-01-01,578.65,Delaware
1995-02-01,477.1,Delaware
1995-03-01,547.47,Delaware
1995-04-01,528.7,Delaware
1995-05-01,589.96,Delaware
1995-06-01,644.06,Delaware
1995-07-01,705.72,Delaware
1995-08-01,798.22,Delaware
1995-09-01,770.81,Delaware
1995-10-01,767.39,Delaware
1995-11-01,746.83,Delaware
1995-12-01,674.89,Delaware
1996-01-01,361.89,Delaware
1996-02-01,347.95,Delaware
1996-03-01,371.41,Delaware
1996-04-01,563.62,Delaware
1996-05-01,629.19,Delaware
1996-06-01,635.12,Delaware
1996-07-01,665.37,Delaware
1996-08-01,652.88,Delaware
1996-09-01,563.76,Delaware
1996-10-01,595.83,Delaware
1996-11-01,504.68,Delaware
1996-12-01,536.75,Delaware
1997-01-01,443.56,Delaware
1997-02-01,368.67,Delaware
1997-03-01,386.17,Delaware
1997-04-01,397.64,Delaware
1997-05-01,425.66,Delaware
1997-06-01,411.72,Delaware
1997-07-01,379.2,Delaware
1997-08-01,401.06,Delaware
1997-09-01,381.52,Delaware
1997-10-01,388.92,Delaware
1997-11-01,335.02,Delaware
1997-12-01,566.09,Delaware
1998-01-01,404.68,Delaware
1998-02-01,342.83,Delaware
1998-03-01,372.41,Delaware
1998-04-01,366.9,Delaware
1998-05-01,407.63,Delaware
1998-06-01,386.66,Delaware
1998-07-01,407.1,Delaware
1998-08-01,434.81,Delaware
1998-09-01,381.15,Delaware
1998-10-01,410.59,Delaware
1998-11-01,358.83,Delaware
1998-12-01,373.48,Delaware
1999-01-01,335.01,Delaware
1999-02-01,312.6,Delaware
1999-03-01,306.9,Delaware
1999-04-01,311.41,Delaware
1999-05-01,353.58,Delaware
1999-06-01,375.99,Delaware
1999-07-01,415.52,Delaware
1999-08-01,405.81,Delaware
1999-09-01,343.06,Delaware
1999-10-01,355.13,Delaware
1999-11-01,329.0,Delaware
1999-12-01,323.56,Delaware
2000-01-01,275.65,Delaware
2000-02-01,272.21,Delaware
2000-03-01,291.48,Delaware
2000-04-01,312.79,Delaware
2000-05-01,359.37,Delaware
2000-06-01,346.22,Delaware
2000-07-01,365.49,Delaware
2000-08-01,367.92,Delaware
2000-09-01,328.99,Delaware
2000-10-01,310.23,Delaware
2000-11-01,312.28,Delaware
2000-12-01,283.31,Delaware
2001-01-01,283.47,Delaware
2001-02-01,236.2,Delaware
2001-03-01,273.66,Delaware
2001-04-01,288.5,Delaware
2001-05-01,308.86,Delaware
2001-06-01,286.48,Delaware
2001-07-01,331.71,Delaware
2001-08-01,315.77,Delaware
2001-09-01,285.03,Delaware
2001-10-01,316.22,Delaware
2001-11-01,301.07,Delaware
2001-12-01,314.36,Delaware
2002-01-01,250.96,Delaware
2002-02-01,225.6,Delaware
2002-03-01,258.7,Delaware
2002-04-01,235.87,Delaware
2002-05-01,232.7,Delaware
2002-06-01,302.09,Delaware
2002-07-01,338.9,Delaware
2002-08-01,347.46,Delaware
2002-09-01,319.07,Delaware
2002-10-01,332.87,Delaware
2002-11-01,296.02,Delaware
2002-12-01,294.61,Delaware
2003-01-01,255.78,Delaware
2003-02-01,196.58,Delaware
2003-03-01,266.06,Delaware
2003-04-01,261.65,Delaware
2003-05-01,269.24,Delaware
2003-06-01,298.11,Delaware
2003-07-01,331.62,Delaware
2003-08-01,353.52,Delaware
2003-09-01,328.71,Delaware
2003-10-01,321.72,Delaware
2003-11-01,296.03,Delaware
2003-12-01,284.1,Delaware
2004-01-01,257.36,Delaware
2004-02-01,240.26,Delaware
2004-03-01,254.35,Delaware
2004-04-01,268.8,Delaware
2004-05-01,274.46,Delaware
2004-06-01,277.35,Delaware
2004-07-01,315.89,Delaware
2004-08-01,324.8,Delaware
2004-09-01,283.61,Delaware
2004-10-01,306.85,Delaware
2004-11-01,253.14,Delaware
2004-12-01,269.64,Delaware
2005-01-01,232.12,Delaware
2005-02-01,209.72,Delaware
2005-03-01,236.63,Delaware
2005-04-01,245.28,Delaware
2005-05-01,273.97,Delaware
2005-06-01,264.84,Delaware
2005-07-01,294.24,Delaware
2005-08-01,315.7,Delaware
2005-09-01,289.03,Delaware
2005-10-01,307.64,Delaware
2005-11-01,272.43,Delaware
2005-12-01,264.25,Delaware
2006-01-01,263.63,Delaware
2006-02-01,231.29,Delaware
2006-03-01,271.01,Delaware
2006-04-01,274.17,Delaware
2006-05-01,314.13,Delaware
2006-06-01,295.5,Delaware
2006-07-01,328.07,Delaware
2006-08-01,351.15,Delaware
2006-09-01,301.82,Delaware
2006-10-01,314.36,Delaware
2006-11-01,299.01,Delaware
2006-12-01,277.1,Delaware
2007-01-01,267.54,Delaware
2007-02-01,219.39,Delaware
2007-03-01,256.41,Delaware
2007-04-01,258.05,Delaware
2007-05-01,294.01,Delaware
2007-06-01,303.73,Delaware
2007-07-01,332.78,Delaware
2007-08-01,310.17,Delaware
2007-09-01,290.96,Delaware
2007-10-01,310.37,Delaware
2007-11-01,309.56,Delaware
2007-12-01,293.72,Delaware
2008-01-01,288.29,Delaware
2008-02-01,249.46,Delaware
2008-03-01,280.73,Delaware
2008-04-01,289.09,Delaware
2008-05-01,297.68,Delaware
2008-06-01,322.99,Delaware
2008-07-01,329.52,Delaware
2008-08-01,352.54,Delaware
2008-09-01,325.4,Delaware
2008-10-01,325.74,Delaware
2008-11-01,293.9,Delaware
2008-12-01,280.84,Delaware
2009-01-01,260.99,Delaware
2009-02-01,228.76,Delaware
2009-03-01,262.34,Delaware
2009-04-01,286.88,Delaware
2009-05-01,285.98,Delaware
2009-06-01,302.6,Delaware
2009-07-01,305.54,Delaware
2009-08-01,319.96,Delaware
2009-09-01,292.54,Delaware
2009-10-01,303.96,Delaware
2009-11-01,274.44,Delaware
2009-12-01,262.23,Delaware
2010-01-01,252.36,Delaware
2010-02-01,157.92,Delaware
2010-03-01,264.16,Delaware
2010-04-01,256.25,Delaware
2010-05-01,294.01,Delaware
2010-06-01,317.28,Delaware
2010-07-01,349.91,Delaware
2010-08-01,367.96,Delaware
2010-09-01,307.15,Delaware
2010-10-01,337.55,Delaware
2010-11-01,314.5,Delaware
2010-12-01,275.52,Delaware
2011-01-01,249.14,Delaware
2011-02-01,220.14,Delaware
2011-03-01,265.67,Delaware
2011-04-01,275.81,Delaware
2011-05-01,292.9,Delaware
2011-06-01,312.85,Delaware
2011-07-01,333.47,Delaware
2011-08-01,319.58,Delaware
2011-09-01,296.65,Delaware
2011-10-01,320.68,Delaware
2011-11-01,294.88,Delaware
2011-12-01,285.73,Delaware
2012-01-01,258.06,Delaware
2012-02-01,223.05,Delaware
2012-03-01,251.85,Delaware
2012-04-01,263.74,Delaware
2012-05-01,319.16,Delaware
2012-06-01,298.99,Delaware
2012-07-01,307.28,Delaware
2012-08-01,324.29,Delaware
2012-09-01,294.63,Delaware
2012-10-01,283.18,Delaware
2012-11-01,272.16,Delaware
2012-12-01,277.15,Delaware
2013-01-01,272.36,Delaware
2013-02-01,213.59,Delaware
2013-03-01,236.89,Delaware
2013-04-01,251.36,Delaware
2013-05-01,259.68,Delaware
2013-06-01,272.1,Delaware
2013-07-01,286.25,Delaware
2013-08-01,303.86,Delaware
2013-09-01,270.38,Delaware
2013-10-01,279.13,Delaware
2013-11-01,247.46,Delaware
2013-12-01,258.58,Delaware
2014-01-01,228.85,Delaware
2014-02-01,181.25,Delaware
2014-03-01,210.92,Delaware
2014-04-01,236.25,Delaware
2014-05-01,272.44,Delaware
2014-06-01,266.29,Delaware
2014-07-01,282.65,Delaware
2014-08-01,294.51,Delaware
2014-09-01,262.23,Delaware
2014-10-01,272.38,Delaware
2014-11-01,253.74,Delaware
2014-12-01,245.5,Delaware
2015-01-01,213.02,Delaware
2015-02-01,160.48,Delaware
2015-03-01,179.51,Delaware
2015-04-01,202.23,Delaware
2015-05-01,231.83,Delaware
2015-06-01,241.67,Delaware
2015-07-01,265.77,Delaware
2015-08-01,258.47,Delaware
2015-09-01,234.48,Delaware
2015-10-01,235.75,Delaware
2015-11-01,238.6,Delaware
2015-12-01,255.73,Delaware
2016-01-01,210.84,Delaware
2016-02-01,190.94,Delaware
2016-03-01,211.23,Delaware
2016-04-01,214.38,Delaware
2016-05-01,251.24,Delaware
2016-06-01,258.39,Delaware
2016-07-01,239.27,Delaware
2016-08-01,258.7,Delaware
2016-09-01,228.77,Delaware
2016-10-01,260.28,Delaware
2016-11-01,239.37,Delaware
2016-12-01,225.71,Delaware
2017-01-01,213.11,Delaware
2017-02-01,173.5,Delaware
2017-03-01,172.98,Delaware
2017-04-01,193.15,Delaware
2017-05-01,209.06,Delaware
2017-06-01,211.55,Delaware
2017-07-01,227.98,Delaware
2017-08-01,241.91,Delaware
2017-09-01,219.97,Delaware
2017-10-01,203.55,Delaware
2017-11-01,198.87,Delaware
2017-12-01,181.61,Delaware
2018-01-01,177.81,Delaware
2018-02-01,157.68,Delaware
2018-03-01,164.4,Delaware
2018-04-01,183.94,Delaware
2018-05-01,191.49,Delaware
2018-06-01,209.99,Delaware
2018-07-01,224.06,Delaware
2018-08-01,228.09,Delaware
2018-09-01,204.62,Delaware
2018-10-01,204.2,Delaware
2018-11-01,188.8,Delaware
2018-12-01,194.66,Delaware
2019-01-01,178.61,Delaware
2019-02-01,147.58,Delaware
2019-03-01,146.54,Delaware
2019-04-01,171.6,Delaware
2019-05-01,197.38,Delaware
2019-06-01,212.37,Delaware
2019-07-01,222.13,Delaware
2019-08-01,233.63,Delaware
2019-09-01,192.35,Delaware
2019-10-01,186.77,Delaware
2019-11-01,185.12,Delaware
2019-12-01,187.98,Delaware
2020-01-01,185.06,Delaware
2020-02-01,142.48,Delaware
2020-03-01,154.23,Delaware
2020-04-01,147.65,Delaware
2020-05-01,151.8,Delaware
2020-06-01,173.39,Delaware
2020-07-01,147.34,Delaware
2020-08-01,186.36,Delaware
2020-09-01,191.43,Delaware
2020-10-01,193.35,Delaware
2020-11-01,157.68,Delaware
2020-12-01,148.56,Delaware
2021-01-01,135.94,Delaware
2021-02-01,132.25,Delaware
2021-03-01,147.6,Delaware
2021-04-01,134.74,Delaware
2021-05-01,160.36,Delaware
2021-06-01,165.74,Delaware
2021-07-01,174.71,Delaware
2021-08-01,172.42,Delaware
2021-09-01,173.71,Delaware
2021-10-01,171.02,Delaware
2021-11-01,169.33,Delaware
2021-12-01,165.23,Delaware
2022-01-01,146.93,Delaware
2022-02-01,151.74,Delaware
2022-03-01,150.16,Delaware
2022-04-01,153.32,Delaware
2022-05-01,169.19,Delaware
2022-06-01,185.88,Delaware
2022-07-01,188.92,Delaware
2022-08-01,186.57,Delaware
2022-09-01,165.06,Delaware
2022-10-01,168.38,Delaware
2022-11-01,165.88,Delaware
2022-12-01,157.33,Delaware
2023-01-01,157.47,Delaware
2023-02-01,127.58,Delaware
2023-03-01,146.14,Delaware
2023-04-01,170.95,Delaware
2023-05-01,161.26,Delaware
2023-06-01,153.12,Delaware
2023-07-01,175.5,Delaware
2023-08-01,179.15,Delaware
2023-09-01,164.01,Delaware
2023-10-01,163.29,Delaware
2023-11-01,148.66,Delaware
2023-12-01,145.75,Delaware
2024-01-01,,Delaware
2024-02-01,,Delaware
2024-03-01,,Delaware
2024-04-01,,Delaware
2024-05-01,,Delaware
2024-06-01,,Delaware
2024-07-01,,Delaware
2024-08-01,,Delaware
2024-09-01,,Delaware
2024-10-01,,Delaware
1985-01-01,356.31,DistrictOfColumbia
1985-02-01,330.0,DistrictOfColumbia
1985-03-01,405.77,DistrictOfColumbia
1985-04-01,374.27,DistrictOfColumbia
1985-05-01,384.24,DistrictOfColumbia
1985-06-01,412.95,DistrictOfColumbia
1985-07-01,429.51,DistrictOfColumbia
