date,crime_rate,state
2020-06-01,183.38,Mississippi
2020-07-01,207.67,Mississippi
2020-08-01,220.08,Mississippi
2020-09-01,197.11,Mississippi
2020-10-01,208.65,Mississippi
2020-11-01,193.7,Mississippi
2020-12-01,178.25,Mississippi
2021-01-01,172.75,Mississippi
2021-02-01,130.59,Mississippi
2021-03-01,158.06,Mississippi
2021-04-01,145.25,Mississippi
2021-05-01,150.58,Mississippi
2021-06-01,165.66,Mississippi
2021-07-01,169.51,Mississippi
2021-08-01,170.86,Mississippi
2021-09-01,164.46,Mississippi
2021-10-01,176.95,Mississippi
2021-11-01,156.15,Mississippi
2021-12-01,154.21,Mississippi
2022-01-01,141.78,Mississippi
2022-02-01,134.96,Mississippi
2022-03-01,150.73,Mississippi
2022-04-01,154.56,Mississippi
2022-05-01,163.11,Mississippi
2022-06-01,149.87,Mississippi
2022-07-01,150.86,Mississippi
2022-08-01,151.96,Mississippi
2022-09-01,144.86,Mississippi
2022-10-01,135.89,Mississippi
2022-11-01,122.06,Mississippi
2022-12-01,128.4,Mississippi
2023-01-01,128.55,Mississippi
2023-02-01,121.08,Mississippi
2023-03-01,122.62,Mississippi
2023-04-01,125.16,Mississippi
2023-05-01,132.38,Mississippi
2023-06-01,135.94,Mississippi
2023-07-01,137.68,Mississippi
2023-08-01,142.62,Mississippi
2023-09-01,128.05,Mississippi
2023-10-01,137.66,Mississippi
2023-11-01,124.0,Mississippi
2023-12-01,120.87,Mississippi
2024-01-01,,Mississippi
2024-02-01,,Mississippi
2024-03-01,,Mississippi
2024-04-01,,Mississippi
2024-05-01,,Mississippi
2024-06-01,,Mississippi
2024-07-01,,Mississippi
2024-08-01,,Mississippi
2024-09-01,,Mississippi
2024-10-01,,Mississippi
1985-01-01,299.64,Missouri
1985-02-01,281.92,Missouri
1985-03-01,355.18,Missouri
1985-04-01,338.32,Missouri
1985-05-01,331.97,Missouri
1985-06-01,361.56,Missouri
1985-07-01,399.68,Missouri
1985-08-01,425.67,Missouri
1985-09-01,378.65,Missouri
1985-10-01,392.4,Missouri
1985-11-01,364.94,Missouri
1985-12-01,355.17,Missouri
1986-01-01,363.45,Missouri
1986-02-01,325.52,Missouri
1986-03-01,375.9,Missouri
1986-04-01,356.12,Missouri
1986-05-01,386.92,Missouri
1986-06-01,382.64,Missouri
1986-07-01,432.88,Missouri
1986-08-01,424.27,Missouri
1986-09-01,380.87,Missouri
1986-10-01,386.02,Missouri
1986-11-01,357.07,Missouri
1986-12-01,397.93,Missouri
1987-01-01,347.64,Missouri
1987-02-01,349.01,Missouri
1987-03-01,383.29,Missouri
1987-04-01,365.01,Missouri
1987-05-01,375.11,Missouri
1987-06-01,392.34,Missouri
1987-07-01,427.15,Missouri
1987-08-01,444.68,Missouri
1987-09-01,401.15,Missouri
1987-10-01,416.09,Missouri
1987-11-01,403.85,Missouri
1987-12-01,400.83,Missouri
1988-01-01,374.95,Missouri
1988-02-01,341.3,Missouri
1988-03-01,383.97,Missouri
1988-04-01,363.11,Missouri
1988-05-01,381.44,Missouri
1988-06-01,390.77,Missouri
1988-07-01,450.62,Missouri
1988-08-01,483.23,Missouri
1988-09-01,413.67,Missouri
1988-10-01,413.33,Missouri
1988-11-01,420.31,Missouri
1988-12-01,428.51,Missouri
1989-01-01,418.11,Missouri
1989-02-01,346.02,Missouri
1989-03-01,400.79,Missouri
1989-04-01,396.17,Missouri
1989-05-01,416.6,Missouri
1989-06-01,423.26,Missouri
1989-07-01,464.02,Missouri
1989-08-01,488.22,Missouri
1989-09-01,425.15,Missouri
1989-10-01,429.71,Missouri
1989-11-01,400.14,Missouri
1989-12-01,369.11,Missouri
1990-01-01,412.93,Missouri
1990-02-01,361.85,Missouri
1990-03-01,384.08,Missouri
1990-04-01,373.73,Missouri
1990-05-01,379.88,Missouri
1990-06-01,366.72,Missouri
1990-07-01,439.05,Missouri
1990-08-01,444.63,Missouri
1990-09-01,414.08,Missouri
1990-10-01,417.58,Missouri
1990-11-01,408.68,Missouri
1990-12-01,408.92,Missouri
1991-01-01,362.13,Missouri
1991-02-01,384.65,Missouri
1991-03-01,419.44,Missouri
1991-04-01,392.38,Missouri
1991-05-01,418.01,Missouri
1991-06-01,447.84,Missouri
1991-07-01,494.8,Missouri
1991-08-01,507.55,Missouri
1991-09-01,431.54,Missouri
1991-10-01,436.98,Missouri
1991-11-01,399.59,Missouri
1991-12-01,430.08,Missouri
1992-01-01,394.04,Missouri
1992-02-01,359.48,Missouri
1992-03-01,386.23,Missouri
1992-04-01,369.91,Missouri
1992-05-01,385.81,Missouri
1992-06-01,396.66,Missouri
1992-07-01,441.17,Missouri
1992-08-01,447.35,Missouri
1992-09-01,406.46,Missouri
1992-10-01,405.51,Missouri
1992-11-01,401.2,Missouri
1992-12-01,416.09,Missouri
1993-01-01,356.76,Missouri
1993-02-01,305.45,Missouri
1993-03-01,400.42,Missouri
1993-04-01,378.7,Missouri
1993-05-01,395.82,Missouri
1993-06-01,424.07,Missouri
1993-07-01,461.68,Missouri
1993-08-01,485.47,Missouri
1993-09-01,419.84,Missouri
1993-10-01,444.51,Missouri
1993-11-01,423.22,Missouri
1993-12-01,444.64,Missouri
1994-01-01,361.66,Missouri
1994-02-01,351.81,Missouri
1994-03-01,415.87,Missouri
1994-04-01,395.68,Missouri
1994-05-01,416.07,Missouri
1994-06-01,439.8,Missouri
1994-07-01,463.7,Missouri
1994-08-01,511.89,Missouri
1994-09-01,464.57,Missouri
1994-10-01,432.7,Missouri
1994-11-01,429.74,Missouri
1994-12-01,467.4,Missouri
1995-01-01,374.94,Missouri
1995-02-01,349.45,Missouri
1995-03-01,394.06,Missouri
1995-04-01,387.3,Missouri
1995-05-01,422.62,Missouri
1995-06-01,419.64,Missouri
1995-07-01,465.12,Missouri
1995-08-01,480.34,Missouri
1995-09-01,450.65,Missouri
1995-10-01,447.88,Missouri
1995-11-01,411.39,Missouri
1995-12-01,406.08,Missouri
1996-01-01,385.85,Missouri
1996-02-01,368.26,Missouri
1996-03-01,379.08,Missouri
1996-04-01,392.1,Missouri
1996-05-01,413.39,Missouri
1996-06-01,439.1,Missouri
1996-07-01,462.15,Missouri
1996-08-01,473.8,Missouri
1996-09-01,444.3,Missouri
1996-10-01,453.8,Missouri
1996-11-01,427.59,Missouri
1996-12-01,429.03,Missouri
1997-01-01,364.19,Missouri
1997-02-01,344.86,Missouri
1997-03-01,363.69,Missouri
1997-04-01,361.67,Missouri
1997-05-01,377.77,Missouri
1997-06-01,390.82,Missouri
1997-07-01,448.27,Missouri
1997-08-01,438.22,Missouri
1997-09-01,424.74,Missouri
1997-10-01,440.61,Missouri
1997-11-01,383.64,Missouri
1997-12-01,421.5,Missouri
1998-01-01,381.9,Missouri
1998-02-01,334.49,Missouri
1998-03-01,363.68,Missouri
1998-04-01,375.67,Missouri
1998-05-01,396.67,Missouri
1998-06-01,405.43,Missouri
1998-07-01,446.13,Missouri
1998-08-01,446.4,Missouri
1998-09-01,425.88,Missouri
1998-10-01,428.04,Missouri
1998-11-01,404.7,Missouri
1998-12-01,402.98,Missouri
1999-01-01,323.42,Missouri
1999-02-01,307.5,Missouri
1999-03-01,349.1,Missouri
1999-04-01,344.81,Missouri
1999-05-01,363.9,Missouri
1999-06-01,395.8,Missouri
1999-07-01,431.14,Missouri
1999-08-01,443.23,Missouri
1999-09-01,410.44,Missouri
1999-10-01,408.73,Missouri
1999-11-01,375.89,Missouri
1999-12-01,388.56,Missouri
2000-01-01,354.18,Missouri
2000-02-01,314.9,Missouri
2000-03-01,362.81,Missouri
2000-04-01,337.85,Missouri
2000-05-01,366.73,Missouri
2000-06-01,414.04,Missouri
2000-07-01,396.75,Missouri
2000-08-01,452.15,Missouri
2000-09-01,427.88,Missouri
2000-10-01,400.82,Missouri
2000-11-01,376.06,Missouri
2000-12-01,326.92,Missouri
2001-01-01,323.12,Missouri
2001-02-01,282.88,Missouri
2001-03-01,330.76,Missouri
2001-04-01,341.04,Missouri
2001-05-01,360.04,Missouri
2001-06-01,362.78,Missouri
2001-07-01,376.07,Missouri
2001-08-01,376.69,Missouri
2001-09-01,369.87,Missouri
2001-10-01,388.41,Missouri
2001-11-01,355.04,Missouri
2001-12-01,333.95,Missouri
2002-01-01,327.45,Missouri
2002-02-01,280.8,Missouri
2002-03-01,321.1,Missouri
2002-04-01,327.03,Missouri
2002-05-01,342.66,Missouri
2002-06-01,343.43,Missouri
2002-07-01,385.95,Missouri
2002-08-01,362.51,Missouri
2002-09-01,385.22,Missouri
2002-10-01,374.83,Missouri
2002-11-01,320.97,Missouri
2002-12-01,338.17,Missouri
2003-01-01,320.13,Missouri
2003-02-01,272.86,Missouri
2003-03-01,328.08,Missouri
2003-04-01,320.06,Missouri
2003-05-01,349.99,Missouri
2003-06-01,361.03,Missouri
2003-07-01,391.52,Missouri
2003-08-01,386.64,Missouri
2003-09-01,364.22,Missouri
2003-10-01,338.28,Missouri
2003-11-01,322.06,Missouri
2003-12-01,370.31,Missouri
2004-01-01,275.35,Missouri
2004-02-01,259.91,Missouri
2004-03-01,317.14,Missouri
2004-04-01,327.45,Missouri
2004-05-01,325.78,Missouri
2004-06-01,341.86,Missouri
2004-07-01,372.76,Missouri
2004-08-01,367.84,Missouri
2004-09-01,330.48,Missouri
2004-10-01,344.77,Missouri
2004-11-01,338.05,Missouri
2004-12-01,335.7,Missouri
2005-01-01,294.39,Missouri
2005-02-01,259.79,Missouri
2005-03-01,319.26,Missouri
2005-04-01,321.77,Missouri
2005-05-01,344.15,Missouri
2005-06-01,343.97,Missouri
2005-07-01,366.03,Missouri
2005-08-01,369.81,Missouri
2005-09-01,347.86,Missouri
2005-10-01,356.2,Missouri
2005-11-01,322.16,Missouri
2005-12-01,313.16,Missouri
2006-01-01,313.56,Missouri
2006-02-01,246.06,Missouri
2006-03-01,299.65,Missouri
2006-04-01,304.38,Missouri
2006-05-01,338.46,Missouri
2006-06-01,342.44,Missouri
2006-07-01,363.6,Missouri
2006-08-01,374.67,Missouri
2006-09-01,340.07,Missouri
2006-10-01,347.72,Missouri
2006-11-01,290.97,Missouri
2006-12-01,309.61,Missouri
2007-01-01,298.2,Missouri
2007-02-01,249.7,Missouri
2007-03-01,308.29,Missouri
2007-04-01,305.88,Missouri
2007-05-01,344.15,Missouri
2007-06-01,336.94,Missouri
2007-07-01,365.43,Missouri
2007-08-01,364.09,Missouri
2007-09-01,330.55,Missouri
2007-10-01,348.53,Missouri
2007-11-01,306.37,Missouri
2007-12-01,306.38,Missouri
2008-01-01,289.85,Missouri
2008-02-01,230.77,Missouri
2008-03-01,286.06,Missouri
2008-04-01,293.99,Missouri
2008-05-01,318.37,Missouri
2008-06-01,333.08,Missouri
2008-07-01,352.25,Missouri
2008-08-01,358.85,Missouri
2008-09-01,338.2,Missouri
2008-10-01,329.38,Missouri
2008-11-01,289.03,Missouri
2008-12-01,280.3,Missouri
2009-01-01,258.63,Missouri
2009-02-01,222.61,Missouri
2009-03-01,255.22,Missouri
2009-04-01,259.83,Missouri
2009-05-01,282.36,Missouri
2009-06-01,298.05,Missouri
2009-07-01,321.32,Missouri
2009-08-01,328.86,Missouri
2009-09-01,307.91,Missouri
2009-10-01,298.21,Missouri
2009-11-01,289.66,Missouri
2009-12-01,277.77,Missouri
2010-01-01,240.22,Missouri
2010-02-01,195.59,Missouri
2010-03-01,260.14,Missouri
2010-04-01,285.98,Missouri
2010-05-01,300.35,Missouri
2010-06-01,306.05,Missouri
2010-07-01,313.23,Missouri
2010-08-01,316.72,Missouri
2010-09-01,302.15,Missouri
2010-10-01,303.45,Missouri
2010-11-01,283.02,Missouri
2010-12-01,271.75,Missouri
2011-01-01,233.97,Missouri
2011-02-01,189.16,Missouri
2011-03-01,260.35,Missouri
2011-04-01,273.58,Missouri
2011-05-01,292.42,Missouri
2011-06-01,309.52,Missouri
2011-07-01,317.76,Missouri
2011-08-01,320.52,Missouri
2011-09-01,289.01,Missouri
2011-10-01,294.25,Missouri
2011-11-01,281.69,Missouri
2011-12-01,275.66,Missouri
2012-01-01,263.74,Missouri
2012-02-01,215.27,Missouri
2012-03-01,255.95,Missouri
2012-04-01,275.15,Missouri
2012-05-01,299.93,Missouri
2012-06-01,303.69,Missouri
2012-07-01,313.53,Missouri
2012-08-01,310.19,Missouri
2012-09-01,279.42,Missouri
2012-10-01,295.3,Missouri
2012-11-01,269.15,Missouri
2012-12-01,265.16,Missouri
2013-01-01,275.62,Missouri
2013-02-01,203.5,Missouri
2013-03-01,233.02,Missouri
2013-04-01,252.76,Missouri
2013-05-01,277.13,Missouri
2013-06-01,279.95,Missouri
2013-07-01,310.21,Missouri
2013-08-01,299.68,Missouri
2013-09-01,277.08,Missouri
2013-10-01,273.78,Missouri
2013-11-01,241.05,Missouri
2013-12-01,234.8,Missouri
2014-01-01,227.81,Missouri
2014-02-01,176.98,Missouri
2014-03-01,217.47,Missouri
2014-04-01,230.9,Missouri
2014-05-01,253.36,Missouri
2014-06-01,255.8,Missouri
2014-07-01,269.03,Missouri
2014-08-01,272.93,Missouri
2014-09-01,267.39,Missouri
2014-10-01,268.67,Missouri
2014-11-01,238.01,Missouri
2014-12-01,256.62,Missouri
2015-01-01,243.06,Missouri
2015-02-01,174.02,Missouri
2015-03-01,214.55,Missouri
2015-04-01,224.36,Missouri
2015-05-01,238.87,Missouri
2015-06-01,255.47,Missouri
2015-07-01,273.27,Missouri
2015-08-01,271.34,Missouri
2015-09-01,253.95,Missouri
2015-10-01,257.11,Missouri
2015-11-01,234.28,Missouri
2015-12-01,238.93,Missouri
2016-01-01,221.81,Missouri
2016-02-01,187.68,Missouri
2016-03-01,209.65,Missouri
2016-04-01,223.14,Missouri
2016-05-01,235.33,Missouri
2016-06-01,237.57,Missouri
2016-07-01,256.67,Missouri
2016-08-01,274.54,Missouri
2016-09-01,245.51,Missouri
2016-10-01,257.04,Missouri
2016-11-01,241.62,Missouri
2016-12-01,235.72,Missouri
2017-01-01,234.5,Missouri
2017-02-01,205.98,Missouri
2017-03-01,215.99,Missouri
2017-04-01,216.67,Missouri
2017-05-01,245.6,Missouri
2017-06-01,246.97,Missouri
2017-07-01,259.91,Missouri
2017-08-01,258.36,Missouri
2017-09-01,248.12,Missouri
2017-10-01,256.54,Missouri
2017-11-01,236.91,Missouri
2017-12-01,233.05,Missouri
2018-01-01,215.3,Missouri
2018-02-01,188.57,Missouri
2018-03-01,211.28,Missouri
2018-04-01,213.47,Missouri
2018-05-01,227.45,Missouri
2018-06-01,231.96,Missouri
2018-07-01,245.27,Missouri
2018-08-01,247.85,Missouri
2018-09-01,233.46,Missouri
2018-10-01,242.0,Missouri
2018-11-01,206.55,Missouri
2018-12-01,214.54,Missouri
2019-01-01,201.41,Missouri
2019-02-01,173.98,Missouri
2019-03-01,190.38,Missouri
2019-04-01,210.93,Missouri
2019-05-01,221.97,Missouri
2019-06-01,227.19,Missouri
2019-07-01,248.78,Missouri
2019-08-01,258.37,Missouri
2019-09-01,243.38,Missouri
2019-10-01,240.7,Missouri
2019-11-01,215.1,Missouri
2019-12-01,233.58,Missouri
2020-01-01,227.85,Missouri
2020-02-01,193.06,Missouri
2020-03-01,195.64,Missouri
2020-04-01,185.35,Missouri
2020-05-01,188.75,Missouri
2020-06-01,212.09,Missouri
2020-07-01,231.25,Missouri
2020-08-01,234.08,Missouri
2020-09-01,228.24,Missouri
2020-10-01,239.77,Missouri
2020-11-01,227.7,Missouri
2020-12-01,233.63,Missouri
2021-01-01,210.48,Missouri
2021-02-01,168.63,Missouri
2021-03-01,177.67,Missouri
2021-04-01,174.0,Missouri
2021-05-01,199.72,Missouri
2021-06-01,203.23,Missouri
2021-07-01,217.39,Missouri
2021-08-01,213.6,Missouri
2021-09-01,212.86,Missouri
2021-10-01,218.88,Missouri
2021-11-01,204.11,Missouri
2021-12-01,209.81,Missouri
2022-01-01,187.14,Missouri
2022-02-01,159.35,Missouri
2022-03-01,196.54,Missouri
2022-04-01,191.22,Missouri
2022-05-01,206.03,Missouri
2022-06-01,211.15,Missouri
2022-07-01,235.58,Missouri
2022-08-01,227.74,Missouri
2022-09-01,209.14,Missouri
2022-10-01,210.77,Missouri
2022-11-01,187.28,Missouri
2022-12-01,191.77,Missouri
2023-01-01,187.63,Missouri
2023-02-01,160.06,Missouri
2023-03-01,169.94,Missouri
2023-04-01,171.9,Missouri
2023-05-01,184.85,Missouri
2023-06-01,190.18,Missouri
2023-07-01,198.57,Missouri
2023-08-01,195.14,Missouri
2023-09-01,175.42,Missouri
2023-10-01,178.4,Missouri
2023-11-01,164.17,Missouri
2023-12-01,172.3,Missouri
2024-01-01,,Missouri
2024-02-01,,Missouri
2024-03-01,,Missouri
2024-04-01,,Missouri
2024-05-01,,Missouri
2024-06-01,,Missouri
2024-07-01,,Missouri
2024-08-01,,Missouri
2024-09-01,,Missouri
2024-10-01,,Missouri
1985-01-01,310.94,Montana
1985-02-01,277.23,Montana
1985-03-01,332.22,Montana
1985-04-01,375.41,Montana
1985-05-01,407.45,Montana
1985-06-01,395.48,Montana
1985-07-01,422.94,Montana
1985-08-01,411.39,Montana
1985-09-01,382.58,Montana
1985-10-01,398.83,Montana
1985-11-01,300.17,Montana
1985-12-01,301.97,Montana
1986-01-01,318.18,Montana
1986-02-01,271.2,Montana
1986-03-01,390.67,Montana
1986-04-01,384.95,Montana
1986-05-01,369.19,Montana
1986-06-01,393.82,Montana
1986-07-01,422.48,Montana
1986-08-01,420.96,Montana
1986-09-01,370.45,Montana
1986-10-01,377.23,Montana
1986-11-01,290.8,Montana
1986-12-01,401.1,Montana
1987-01-01,290.74,Montana
1987-02-01,254.83,Montana
1987-03-01,275.25,Montana
1987-04-01,271.23,Montana
1987-05-01,266.66,Montana
1987-06-01,294.47,Montana
1987-07-01,371.47,Montana
1987-08-01,407.77,Montana
1987-09-01,319.36,Montana
1987-10-01,333.61,Montana
1987-11-01,359.62,Montana
1987-12-01,560.06,Montana
1988-01-01,252.75,Montana
1988-02-01,301.23,Montana
1988-03-01,338.8,Montana
1988-04-01,332.34,Montana
1988-05-01,356.91,Montana
1988-06-01,295.64,Montana
1988-07-01,397.22,Montana
1988-08-01,408.56,Montana
1988-09-01,342.2,Montana
1988-10-01,360.14,Montana
1988-11-01,318.44,Montana
1988-12-01,280.82,Montana
1989-01-01,266.49,Montana
1989-02-01,220.82,Montana
1989-03-01,270.39,Montana
1989-04-01,319.28,Montana
1989-05-01,343.72,Montana
1989-06-01,368.33,Montana
1989-07-01,387.53,Montana
1989-08-01,409.74,Montana
1989-09-01,390.81,Montana
1989-10-01,383.83,Montana
1989-11-01,364.68,Montana
1989-12-01,318.68,Montana
1990-01-01,377.46,Montana
1990-02-01,303.28,Montana
1990-03-01,343.23,Montana
1990-04-01,355.29,Montana
1990-05-01,383.62,Montana
1990-06-01,383.69,Montana
1990-07-01,399.82,Montana
1990-08-01,418.1,Montana
1990-09-01,373.26,Montana
1990-10-01,367.45,Montana
1990-11-01,297.85,Montana
1990-12-01,309.63,Montana
1991-01-01,233.01,Montana
1991-02-01,273.08,Montana
1991-03-01,247.57,Montana
1991-04-01,212.53,Montana
1991-05-01,221.38,Montana
1991-06-01,249.49,Montana
1991-07-01,301.23,Montana
1991-08-01,299.69,Montana
1991-09-01,244.45,Montana
1991-10-01,232.15,Montana
1991-11-01,215.36,Montana
1991-12-01,281.68,Montana
1992-01-01,331.4,Montana
1992-02-01,337.6,Montana
1992-03-01,357.34,Montana
1992-04-01,343.03,Montana
1992-05-01,325.17,Montana
1992-06-01,318.3,Montana
1992-07-01,432.51,Montana
1992-08-01,326.54,Montana
1992-09-01,378.21,Montana
1992-10-01,307.1,Montana
1992-11-01,331.16,Montana
1992-12-01,316.74,Montana
1993-01-01,185.8,Montana
1993-02-01,155.66,Montana
1993-03-01,216.15,Montana
1993-04-01,218.94,Montana
1993-05-01,245.0,Montana
1993-06-01,272.16,Montana
1993-07-01,293.45,Montana
1993-08-01,316.55,Montana
1993-09-01,260.95,Montana
1993-10-01,257.8,Montana
1993-11-01,203.35,Montana
1993-12-01,219.93,Montana
1994-01-01,,Montana
1994-02-01,,Montana
1994-03-01,,Montana
1994-04-01,,Montana
1994-05-01,,Montana
1994-06-01,,Montana
1994-07-01,,Montana
1994-08-01,,Montana
1994-09-01,,Montana
1994-10-01,,Montana
1994-11-01,,Montana
1994-12-01,,Montana
1995-01-01,342.07,Montana
1995-02-01,370.06,Montana
1995-03-01,401.15,Montana
1995-04-01,406.6,Montana
1995-05-01,381.72,Montana
1995-06-01,423.7,Montana
1995-07-01,478.12,Montana
1995-08-01,477.34,Montana
1995-09-01,453.24,Montana
1995-10-01,480.45,Montana
1995-11-01,374.72,Montana
1995-12-01,490.56,Montana
1996-01-01,,Montana
1996-02-01,,Montana
1996-03-01,,Montana
1996-04-01,,Montana
1996-05-01,,Montana
1996-06-01,0.0,Montana
1996-07-01,,Montana
1996-08-01,,Montana
1996-09-01,,Montana
1996-10-01,,Montana
1996-11-01,,Montana
1996-12-01,,Montana
1997-01-01,255.44,Montana
1997-02-01,248.28,Montana
1997-03-01,274.41,Montana
1997-04-01,282.16,Montana
1997-05-01,321.69,Montana
1997-06-01,340.91,Montana
1997-07-01,371.2,Montana
1997-08-01,355.66,Montana
1997-09-01,296.39,Montana
1997-10-01,316.15,Montana
1997-11-01,246.81,Montana
1997-12-01,1211.81,Montana
1998-01-01,237.53,Montana
1998-02-01,217.02,Montana
1998-03-01,230.59,Montana
1998-04-01,254.05,Montana
1998-05-01,279.65,Montana
1998-06-01,272.39,Montana
1998-07-01,269.46,Montana
1998-08-01,257.09,Montana
1998-09-01,233.82,Montana
1998-10-01,215.12,Montana
1998-11-01,189.89,Montana
1998-12-01,840.68,Montana
1999-01-01,269.26,Montana
1999-02-01,258.22,Montana
1999-03-01,307.23,Montana
1999-04-01,294.23,Montana
1999-05-01,318.16,Montana
1999-06-01,337.97,Montana
1999-07-01,355.09,Montana
1999-08-01,385.96,Montana
1999-09-01,313.9,Montana
1999-10-01,343.18,Montana
1999-11-01,286.21,Montana
1999-12-01,343.36,Montana
2000-01-01,195.22,Montana
2000-02-01,181.46,Montana
2000-03-01,206.54,Montana
2000-04-01,245.37,Montana
2000-05-01,269.06,Montana
2000-06-01,248.14,Montana
2000-07-01,261.73,Montana
2000-08-01,252.43,Montana
2000-09-01,264.71,Montana
2000-10-01,229.66,Montana
2000-11-01,175.83,Montana
2000-12-01,176.92,Montana
2001-01-01,278.79,Montana
2001-02-01,224.86,Montana
2001-03-01,286.78,Montana
2001-04-01,271.56,Montana
2001-05-01,296.09,Montana
2001-06-01,310.0,Montana
2001-07-01,356.24,Montana
2001-08-01,341.4,Montana
2001-09-01,337.02,Montana
2001-10-01,335.12,Montana
2001-11-01,285.83,Montana
2001-12-01,262.23,Montana
2002-01-01,246.05,Montana
2002-02-01,217.64,Montana
2002-03-01,260.96,Montana
2002-04-01,249.04,Montana
2002-05-01,279.9,Montana
2002-06-01,302.45,Montana
2002-07-01,332.29,Montana
2002-08-01,338.12,Montana
2002-09-01,319.22,Montana
2002-10-01,289.98,Montana
2002-11-01,296.48,Montana
2002-12-01,258.11,Montana
2003-01-01,213.37,Montana
2003-02-01,195.86,Montana
2003-03-01,232.62,Montana
2003-04-01,269.85,Montana
2003-05-01,300.02,Montana
2003-06-01,294.03,Montana
2003-07-01,304.86,Montana
2003-08-01,286.31,Montana
2003-09-01,289.51,Montana
2003-10-01,287.21,Montana
2003-11-01,245.2,Montana
2003-12-01,261.28,Montana
2004-01-01,176.97,Montana
2004-02-01,186.69,Montana
2004-03-01,212.4,Montana
2004-04-01,222.81,Montana
2004-05-01,245.73,Montana
2004-06-01,254.5,Montana
2004-07-01,251.94,Montana
2004-08-01,229.51,Montana
2004-09-01,229.71,Montana
2004-10-01,226.14,Montana
2004-11-01,203.04,Montana
2004-12-01,208.49,Montana
2005-01-01,220.53,Montana
2005-02-01,205.8,Montana
2005-03-01,239.06,Montana
2005-04-01,259.53,Montana
2005-05-01,278.16,Montana
2005-06-01,271.94,Montana
2005-07-01,288.97,Montana
2005-08-01,312.89,Montana
2005-09-01,259.91,Montana
2005-10-01,282.49,Montana
2005-11-01,239.33,Montana
2005-12-01,206.68,Montana
2006-01-01,226.54,Montana
2006-02-01,182.48,Montana
2006-03-01,216.81,Montana
2006-04-01,229.57,Montana
2006-05-01,267.16,Montana
2006-06-01,277.75,Montana
2006-07-01,282.35,Montana
2006-08-01,279.06,Montana
2006-09-01,258.48,Montana
2006-10-01,244.84,Montana
2006-11-01,211.77,Montana
2006-12-01,213.75,Montana
2007-01-01,194.63,Montana
2007-02-01,175.82,Montana
2007-03-01,221.98,Montana
2007-04-01,237.54,Montana
2007-05-01,256.52,Montana
2007-06-01,273.45,Montana
2007-07-01,315.3,Montana
2007-08-01,296.98,Montana
2007-09-01,260.24,Montana
2007-10-01,263.95,Montana
2007-11-01,227.51,Montana
2007-12-01,222.1,Montana
2008-01-01,208.18,Montana
2008-02-01,190.58,Montana
2008-03-01,217.16,Montana
2008-04-01,226.15,Montana
2008-05-01,234.97,Montana
2008-06-01,240.44,Montana
2008-07-01,276.79,Montana
2008-08-01,264.33,Montana
2008-09-01,243.86,Montana
2008-10-01,248.34,Montana
2008-11-01,219.63,Montana
2008-12-01,183.25,Montana
2009-01-01,176.96,Montana
2009-02-01,160.7,Montana
2009-03-01,172.62,Montana
2009-04-01,214.57,Montana
2009-05-01,233.88,Montana
2009-06-01,238.74,Montana
2009-07-01,260.88,Montana
2009-08-01,270.83,Montana
2009-09-01,233.95,Montana
2009-10-01,214.99,Montana
2009-11-01,196.23,Montana
2009-12-01,191.88,Montana
2010-01-01,189.66,Montana
2010-02-01,146.58,Montana
2010-03-01,209.11,Montana
2010-04-01,213.67,Montana
2010-05-01,231.79,Montana
2010-06-01,243.38,Montana
2010-07-01,263.36,Montana
2010-08-01,264.15,Montana
2010-09-01,226.34,Montana
2010-10-01,240.41,Montana
2010-11-01,186.74,Montana
2010-12-01,188.54,Montana
2011-01-01,159.65,Montana
2011-02-01,121.39,Montana
2011-03-01,177.17,Montana
2011-04-01,186.55,Montana
2011-05-01,213.31,Montana
2011-06-01,221.21,Montana
2011-07-01,248.85,Montana
2011-08-01,249.05,Montana
2011-09-01,229.0,Montana
2011-10-01,223.84,Montana
2011-11-01,180.46,Montana
2011-12-01,198.55,Montana
2012-01-01,185.75,Montana
2012-02-01,152.7,Montana
2012-03-01,197.77,Montana
2012-04-01,210.54,Montana
2012-05-01,238.39,Montana
2012-06-01,246.64,Montana
2012-07-01,248.85,Montana
2012-08-01,253.98,Montana
2012-09-01,237.79,Montana
2012-10-01,228.84,Montana
2012-11-01,214.76,Montana
2012-12-01,210.04,Montana
2013-01-01,199.09,Montana
2013-02-01,169.03,Montana
2013-03-01,193.55,Montana
2013-04-01,213.0,Montana
2013-05-01,226.99,Montana
2013-06-01,238.34,Montana
2013-07-01,244.82,Montana
2013-08-01,259.73,Montana
2013-09-01,241.75,Montana
2013-10-01,247.34,Montana
2013-11-01,202.74,Montana
2013-12-01,179.97,Montana
2014-01-01,186.74,Montana
2014-02-01,149.12,Montana
2014-03-01,180.32,Montana
2014-04-01,190.85,Montana
2014-05-01,216.96,Montana
2014-06-01,228.42,Montana
2014-07-01,269.17,Montana
2014-08-01,245.85,Montana
2014-09-01,238.64,Montana
2014-10-01,232.52,Montana
2014-11-01,183.04,Montana
2014-12-01,204.11,Montana
2015-01-01,189.34,Montana
2015-02-01,164.29,Montana
2015-03-01,208.4,Montana
2015-04-01,205.36,Montana
2015-05-01,223.09,Montana
2015-06-01,228.76,Montana
2015-07-01,254.97,Montana
2015-08-01,271.46,Montana
2015-09-01,267.9,Montana
2015-10-01,229.45,Montana
2015-11-01,217.41,Montana
