Unnamed: 0,date,crime_rate,state,crime_rate_filled,year,month
17080,2014-03-01,202.54,Ohio,202.54,2014,3
17081,2014-04-01,228.96,Ohio,228.96,2014,4
17082,2014-05-01,244.12,Ohio,244.12,2014,5
17083,2014-06-01,249.97,Ohio,249.97,2014,6
17084,2014-07-01,262.0,Ohio,262.0,2014,7
17085,2014-08-01,268.35,Ohio,268.35,2014,8
17086,2014-09-01,249.36,Ohio,249.36,2014,9
17087,2014-10-01,252.67,Ohio,252.67,2014,10
17088,2014-11-01,218.23,Ohio,218.23,2014,11
17089,2014-12-01,228.0,Ohio,228.0,2014,12
17090,2015-01-01,202.0,Ohio,202.0,2015,1
17091,2015-02-01,149.55,Ohio,149.55,2015,2
17092,2015-03-01,190.25,Ohio,190.25,2015,3
17093,2015-04-01,210.24,Ohio,210.24,2015,4
17094,2015-05-01,235.71,Ohio,235.71,2015,5
17095,2015-06-01,241.7,Ohio,241.7,2015,6
17096,2015-07-01,256.88,Ohio,256.88,2015,7
17097,2015-08-01,255.6,Ohio,255.6,2015,8
17098,2015-09-01,244.71,Ohio,244.71,2015,9
17099,2015-10-01,230.06,Ohio,230.06,2015,10
17100,2015-11-01,205.18,Ohio,205.18,2015,11
17101,2015-12-01,211.42,Ohio,211.42,2015,12
17102,2016-01-01,200.96,Ohio,200.96,2016,1
17103,2016-02-01,170.71,Ohio,170.71,2016,2
17104,2016-03-01,204.07,Ohio,204.07,2016,3
17105,2016-04-01,205.81,Ohio,205.81,2016,4
17106,2016-05-01,224.87,Ohio,224.87,2016,5
17107,2016-06-01,235.42,Ohio,235.42,2016,6
17108,2016-07-01,244.86,Ohio,244.86,2016,7
17109,2016-08-01,242.7,Ohio,242.7,2016,8
17110,2016-09-01,232.3,Ohio,232.3,2016,9
17111,2016-10-01,236.64,Ohio,236.64,2016,10
17112,2016-11-01,214.49,Ohio,214.49,2016,11
17113,2016-12-01,204.92,Ohio,204.92,2016,12
17114,2017-01-01,203.37,Ohio,203.37,2017,1
17115,2017-02-01,170.68,Ohio,170.68,2017,2
17116,2017-03-01,183.51,Ohio,183.51,2017,3
17117,2017-04-01,193.45,Ohio,193.45,2017,4
17118,2017-05-01,211.01,Ohio,211.01,2017,5
17119,2017-06-01,215.31,Ohio,215.31,2017,6
17120,2017-07-01,230.32,Ohio,230.32,2017,7
17121,2017-08-01,233.33,Ohio,233.33,2017,8
17122,2017-09-01,221.33,Ohio,221.33,2017,9
17123,2017-10-01,221.41,Ohio,221.41,2017,10
17124,2017-11-01,198.14,Ohio,198.14,2017,11
17125,2017-12-01,188.42,Ohio,188.42,2017,12
17126,2018-01-01,174.64,Ohio,174.64,2018,1
17127,2018-02-01,150.86,Ohio,150.86,2018,2
17128,2018-03-01,167.99,Ohio,167.99,2018,3
17129,2018-04-01,176.55,Ohio,176.55,2018,4
17130,2018-05-01,196.56,Ohio,196.56,2018,5
17131,2018-06-01,196.81,Ohio,196.81,2018,6
17132,2018-07-01,214.35,Ohio,214.35,2018,7
17133,2018-08-01,212.82,Ohio,212.82,2018,8
17134,2018-09-01,193.67,Ohio,193.67,2018,9
17135,2018-10-01,193.68,Ohio,193.68,2018,10
17136,2018-11-01,172.25,Ohio,172.25,2018,11
17137,2018-12-01,181.92,Ohio,181.92,2018,12
17138,2019-01-01,154.67,Ohio,154.67,2019,1
17139,2019-02-01,144.76,Ohio,144.76,2019,2
17140,2019-03-01,157.77,Ohio,157.77,2019,3
17141,2019-04-01,169.51,Ohio,169.51,2019,4
17142,2019-05-01,180.52,Ohio,180.52,2019,5
17143,2019-06-01,181.48,Ohio,181.48,2019,6
17144,2019-07-01,198.04,Ohio,198.04,2019,7
17145,2019-08-01,195.63,Ohio,195.63,2019,8
17146,2019-09-01,185.27,Ohio,185.27,2019,9
17147,2019-10-01,184.65,Ohio,184.65,2019,10
17148,2019-11-01,164.27,Ohio,164.27,2019,11
17149,2019-12-01,173.16,Ohio,173.16,2019,12
17150,2020-01-01,168.63,Ohio,168.63,2020,1
17151,2020-02-01,145.71,Ohio,145.71,2020,2
17152,2020-03-01,144.84,Ohio,144.84,2020,3
17153,2020-04-01,138.88,Ohio,138.88,2020,4
17154,2020-05-01,153.54,Ohio,153.54,2020,5
17155,2020-06-01,164.92,Ohio,164.92,2020,6
17156,2020-07-01,167.34,Ohio,167.34,2020,7
17157,2020-08-01,176.04,Ohio,176.04,2020,8
17158,2020-09-01,170.46,Ohio,170.46,2020,9
17159,2020-10-01,168.92,Ohio,168.92,2020,10
17160,2020-11-01,151.09,Ohio,151.09,2020,11
17161,2020-12-01,158.76,Ohio,158.76,2020,12
17162,2021-01-01,142.84,Ohio,142.84,2021,1
17163,2021-02-01,119.93,Ohio,119.93,2021,2
17164,2021-03-01,130.23,Ohio,130.23,2021,3
17165,2021-04-01,125.55,Ohio,125.55,2021,4
17166,2021-05-01,142.33,Ohio,142.33,2021,5
17167,2021-06-01,146.71,Ohio,146.71,2021,6
17168,2021-07-01,167.79,Ohio,167.79,2021,7
17169,2021-08-01,165.52,Ohio,165.52,2021,8
17170,2021-09-01,156.73,Ohio,156.73,2021,9
17171,2021-10-01,163.57,Ohio,163.57,2021,10
17172,2021-11-01,149.21,Ohio,149.21,2021,11
17173,2021-12-01,153.91,Ohio,153.91,2021,12
17174,2022-01-01,135.66,Ohio,135.66,2022,1
17175,2022-02-01,130.15,Ohio,130.15,2022,2
17176,2022-03-01,149.53,Ohio,149.53,2022,3
17177,2022-04-01,148.55,Ohio,148.55,2022,4
17178,2022-05-01,158.05,Ohio,158.05,2022,5
17179,2022-06-01,167.91,Ohio,167.91,2022,6
17180,2022-07-01,176.8,Ohio,176.8,2022,7
17181,2022-08-01,172.42,Ohio,172.42,2022,8
17182,2022-09-01,163.29,Ohio,163.29,2022,9
17183,2022-10-01,161.1,Ohio,161.1,2022,10
17184,2022-11-01,153.81,Ohio,153.81,2022,11
17185,2022-12-01,150.7,Ohio,150.7,2022,12
17186,2023-01-01,150.06,Ohio,150.06,2023,1
17187,2023-02-01,134.74,Ohio,134.74,2023,2
17188,2023-03-01,143.83,Ohio,143.83,2023,3
17189,2023-04-01,142.09,Ohio,142.09,2023,4
17190,2023-05-01,157.71,Ohio,157.71,2023,5
17191,2023-06-01,159.72,Ohio,159.72,2023,6
17192,2023-07-01,162.01,Ohio,162.01,2023,7
17193,2023-08-01,157.4,Ohio,157.4,2023,8
17194,2023-09-01,143.65,Ohio,143.65,2023,9
17195,2023-10-01,148.69,Ohio,148.69,2023,10
17196,2023-11-01,132.42,Ohio,132.42,2023,11
17197,2023-12-01,130.0,Ohio,130.0,2023,12
